conv_id,utterance_id,AnnoMI Label,vol_text,speaker
0,42,"['OQ', 'SR']",Having less wine in the house will help?,therapist
0,43,['C'],Yes.,client
0,44,['OQ'],What else besides drinking helps you relax and unwind in the evenings?,therapist
0,45,['N'],"Well, I like to watch movies, read a book, and take a bath but sometimes I drink when I take a bath.",client
0,46,['SR'],"So, it's not just wine that helps you relax. Um, there's reading a book, watching a movie, and taking a hot bath too.",therapist
0,47,['N'],Mm-hmm. Yes.,client
0,48,"['CR', 'NEGO']","Okay. So, it sounds like you have some reasons to cut back on drinking and you have ways to relax besides drinking and it sounds like you're pretty ready to cut back.",therapist
0,49,['C'],Yes.,client
0,50,['OQ'],Great. I'd be interested to see how well you do on your goal in the next few weeks. Would you be willing to come back and talk to me about it?,therapist
0,51,['C'],Sure.,client
0,52,['O'],"Great. So, let's see how well you're doing with these new meds.",therapist
0,53,['C'],Okay.,client
1,0,"['CQ', 'NEGO']","And before you leave, uh, is it okay if we go over this screening form that you filled out today on your alcohol use?",therapist
1,1,['N'],Sure.,client
1,2,['SR'],"Okay. Uh, thanks for filling this out. Uh, looks like you use alcohol two to three days a week?",therapist
1,3,['S'],"Yeah, but only on the weekend.",client
1,4,['SR'],"Okay. And then when you do drink alcohol, you typically have five or six drinks.",therapist
1,5,['N'],"Yeah. Uh, maybe a couple more.",client
1,6,"['CQ', 'NEGO']","Okay. Well, the reason why I like to talk to patients when they fill out this form is because sometimes, uh, alcohol use can impact our health. Um, and my role is to be helpful. I can share some information with you about alcohol use, um, but I don't tell anyone what to do. It's always up to the patient to decide what they wanna do about their drinking. Um, so is it okay if we talk a little bit more about your alcohol use?",therapist
1,7,['S'],"So, uh, are you saying I drink too much?",client
1,8,['OQ'],How would you define drinking too much?,therapist
1,9,['S'],"Well, I-- If-if I was getting fallen down drunk or if I drink every night. Um, it's not like I get sloppy drunk or anything.",client
1,10,['GI'],"Mm-hmm. Well, in this country, the guidelines are men can drink up to 14 drinks a week or up to four on one occasion and still be low risk.",therapist
1,11,['S'],So I'm already at the week limit. And then I have four beers a night. Are you sure?,client
1,12,"['CQ', 'SR']",So a limit of four a night doesn't feel right to you?,therapist
1,13,['S'],I have five or six beers when I go out with friends to a bar. It's not a problem for me.,client
1,14,"['CR', 'GI']","You're not alone in feeling that way. Uh, binge drinking can feel normal to some people.",therapist
1,15,['S'],"Well, I don't consider my drinking binge drinking.",client
1,16,['CQ'],Why is that?,therapist
1,17,['S'],I don't chug a lot of beers in a row. I have about five or six beers throughout the entire evening.,client
1,18,['GI'],"Mm-hmm. Well, technically, we define binge drinking as having more than four drinks on one occasion.",therapist
1,19,['S'],But I'm healthy. What health problems are you talking about?,client
1,20,['GI'],"Well, uh, we know if someone binge drinks over time, there's kind of two categories of risk. There's the short-term risk where someone who binge drinks is more likely to fall down, hurt themselves through an accident, uh, they're more likely to drive while under the influence. Uh, but over the long term, binge drinking can also, uh, cause things like heart disease, uh, different kinds of cancer, liver problems obviously, and then even mental health issues like depression and anxiety are more likely to happen.",therapist
1,21,['N'],"Well, I didn't know about those things.",client
1,22,['OQ'],"Can I ask you, uh, what do you like about drinking alcohol?",therapist
1,23,['S'],"Well, I-I like beer. I like the way it tastes, I like the way it makes me feel. Uh, like when I'm around friends and it's not a problem for me.",client
1,24,['OQ'],And so what about your drinking do you not like or is there anything that worries you about your drinking?,therapist
1,25,['C'],"Well, that was fine until I came here, uh, but now that I know about the health risk, uh, I have something I gotta think about.",client
1,26,['CR'],"So, on one hand, you like how beer tastes, uh, it's part of your social life to some extent, um, but on the other hand, you don't like the idea of it posing risks to your health over the long term?",therapist
1,27,['C'],E-exactly.,client
1,28,"['NEGO', 'OQ']","So weighing those things, you know, what you like about your drinking, what you don't like about your drinking, uh, where do you wanna go from here? Uh, what would you like to change about your drinking?",therapist
1,29,['N'],"Hmm, I'm not sure. Uh, something I have to think about.",client
1,30,['OQ'],"Well, how about hypothetically if I were to ask you, how would your drinking have to impact your life in order for you to be ready to change your drinking?",therapist
1,31,['N'],"Uh, I don't know. Maybe if I got sick or something, uh, maybe I'd wanna change things then.",client
1,32,['SR'],"So if you experienced a negative consequence from your drinking, uh, that would feel meaningful to you?",therapist
1,33,['N'],Yeah.,client
1,34,"['CQ', 'GI']","Okay. Well, I like to give this handout to patients. Uh, it defines risky drinking, it talks about what the consequences are, uh, and it also lists signs of what an alcohol use disorder is. So thanks again for taking the time to fill this out and being honest with me, uh, to talk about it. I provide better care, uh, when I know about my patient's substance use. When we come back for a three-month follow-up appointment for your ADHD, I'd also like to talk to you and check in about your alcohol use too, if that's okay with you.",therapist
1,35,['N'],Sounds good.,client
1,36,['NEGO'],"Okay, great. See you next time.",therapist
2,0,['OQ'],"Hi, John. Nice to see you again. So, tell me, how are things going?",therapist
2,1,['N'],"Well, doc, I know you told me that I need to lose weight. And even though the scale didn't show today, I was able to lose about 5 pounds, but then I gained it right back.",client
2,2,['OQ'],"Well, I appreciate you bringing your weight to the forefront. Do you mind if we explore this issue further?",therapist
2,3,['N'],"No, by all means. I know we have to discuss it.",client
2,4,"['OQ', 'SR']","All right. Uh, well, it sounds like you've been struggling with your weight recently. And I understand how difficult it is to lose the weight and then have it come back again. So, tell me what you did to lose that initial 5 pounds.",therapist
2,5,['C'],"I started watching what I ate and I ate less. I've been eating more fruits and vegetables. I've also been walking a lot. I'm walking up to 20 minutes a day now. I saw the weight come slowly off, um, and I felt better. But then when I watched it come back on again, you know, I gave up.",client
2,6,"['OQ', 'SR']",But you did have some success. Tell me how you felt when you lost the weight.,therapist
2,7,['C'],I felt great and I felt really proud of myself. I thought that this was something that I could do.,client
2,8,"['OQ', 'SR']","Okay. Well, it sounds like you realized that when you lost the weight you feel better and that it's gonna affect your overall health. So, tell me what you think changed that caused you to gain the weight back.",therapist
2,9,['S'],"Well, I think it's because I've been eating more fruits and vegetables, that- that's it.",client
2,10,['OQ'],And how many servings of fruits and vegetables on average per day would you have?,therapist
2,11,['N'],"To be honest, I have four or five -- four to six glasses of orange juice a day. Um, I have fruit for lunch and breakfast. I have, uh, usually one to two servings of a vegetable like lettuce or broccoli with thinner.",client
2,12,"['CQ', 'GI']","John, it's very important that you recognize that some fruits, but especially fruit juice can contain a huge amount of calories. Did you know that a glass of orange juice has almost as many calories as a can of cola?",therapist
2,13,['N'],"No, I didn't know. Um, but doesn't the fruit- food pyramid classify, um, fruit juice as a- a serving?",client
2,14,"['GI', 'OQ']","You're absolutely right, but keep in mind that the food pyramid is to be used as a guideline only. When it comes to nutrition, we have to have a more personalized approach. So I have a hunch, and that is the excess fruit that you were consuming probably caused your weight rebound. What's your impression?",therapist
2,15,['C'],"Well, this changes quite a bit. I mean, here I'm thinking that my fruit intake is making me healthier and actually it's making me fatter.",client
2,16,['OQ'],"Indeed. Let me ask you something, knowing what you know now, how important is it to you to lose the weight by decreasing the amount of juice that you're currently taking in?",therapist
2,17,['C'],"Obviously, I need to cut back on the fruit juice. But boy, do I love that OJ.",client
2,18,"['GI', 'OQ']","Oh, I understand. Let me ask you this, on a scale from 0 to 10, 0 meaning that there's no way you can do it, and 10 meaning that you're 100% confident that you can do it, how confident are you that you'll be able to reduce the amount of juice you're currently taking in.",therapist
2,19,['C'],"Um, six or seven.",client
2,20,"['OQ', 'SR']","All right. So, you're not a zero. So, that tells me that you've got some confidence that this is doable, this is something you certainly can do it. Why are you not a zero?",therapist
2,21,['C'],I guess it's because I know that I need to do it to lose the weight.,client
2,22,['SR'],"So, you realize, again, that if you decrease the amount of juice you're taking in, you're gonna decrease your weight, you're gonna feel better, and you're gonna impact your po- health positively?",therapist
2,23,['C'],Yes.,client
2,24,"['OQ', 'SR']","But you're also not a 10, and that tells me that there may be some obstacles to your success. What would it take for you to be a 10 or even an 8 or 9?",therapist
2,25,['C'],"Getting the fruit juice of the house because I know if it's there I'll drink it. My wife does the shopping for us, so maybe if I ask her not to get the juice, that would solve it.",client
2,26,"['OPTI', 'OQ']","Okay. Now, if the juice was still there, can you think of anything else you could do?",therapist
2,27,['C'],"I suppose I could replace it with, um, a low-calorie drink or drink more water.",client
2,28,"['OQ', 'SR']","Excellent. John, I get the impression that you want to stay in course with weight reduction. And the best way to do this will be to decrease the amount of juice that you're currently taking in. So if I saw you in two weeks and I asked you how much juice you're t- drinking and how you did it, what would you tell me?",therapist
2,29,['C'],"I'd say I didn't have any and I substituted it with, um, sugar-free drinks.",client
2,30,"['OQ', 'SR']","Excellent. Well, it sounds like you have a plan. Same scale, 0 to 10, how confident are you that you can, uh, make this happen?",therapist
2,31,['C'],A 10.,client
2,32,"['GI', 'OQ']","I agree. All right. Well, you-you know what? I'm not gonna start any medications today. Your levels were a little bit off, but I think we can handle this from a purely lifestyle standpoint. What do you think?",therapist
2,33,['C'],Great. It sounds good to me.,client
2,34,['GI'],Excellent. I'll see you in two weeks.,therapist
2,35,['N'],Okay.,client
3,0,['N'],"Well see, my-my wife's been getting on me a lot lately about trying to improve my health habits, and I really don't see what the big problem is. I mean, I've been working real hard. Sometimes I can't come home for dinner, so I'm having to go out to eat at Applebee's or something like that, so-- but she seems to have a bigger problem, I really don't see what the big deal is.",client
3,1,"['CR', 'OQ']","Okay, and so what I'm hearing is that you don't feel like your health is concerning you right now, or anything like that?",therapist
3,2,['N'],I-I-I feel fine.,client
3,3,['O'],Okay.,therapist
3,4,['N'],"I mean, my-my work is really man-manual labor-intensive so I'm usually working out in-in the hot sun the majority of the day, so I'm usually sweating out any like bad things I put in my system, so—",client
3,5,['OQ'],"Okay. Have you noticed putting on any weight, or anything like--?",therapist
3,6,['N'],"Well, a little bit, but nothing too-- you know. I'm not blo- I'm not bloated or anything.",client
3,7,['OQ'],Okay. Okay. And how about going to see the doctor? Have you gone to-- for a visit or anything recently?,therapist
3,8,['N'],"Well, yeah, I've been to the doctor about maybe last year for a physical, but-- I mean, everything showed up to be fine, so—",client
3,9,['CQ'],Okay. But you feel that you feel good?,therapist
3,10,['N'],Yeah.,client
3,11,"['CR', 'OQ']","Okay. Um, and so what I hear is that you're-- you feel like your wife might be, uh, overreacting to this?",therapist
3,12,['N'],"Well, I mean, not really overreacting. I know that she loves me and I know she-she wants me, uh, you know, live a long time and be healthy, but just sometimes, especially if you work a hard job, like kinda going out to eat at these places kinda makes you feel a little bit better about your situation.",client
3,13,['OQ'],"Sure. Sure. Okay. Um, and so one thing I'd just like to do is maybe give you some information on, um, maybe obesity or diabetes if you're interested or open to that. If you're, you know--?",therapist
3,14,['N'],Sure. [unintelligible 00:01:33],client
3,15,['O'],Okay. Good.,therapist
4,0,['O'],"Hi, Emily.",therapist
4,1,['N'],Hi.,client
4,2,['O'],It's been a while.,therapist
4,3,['N'],"Yeah, it's been a while.",client
4,4,['SR'],This is something new.,therapist
4,5,['N'],"Oh, oh, yeah, the—Yeah",client
4,6,['CQ'],You got your lip pierced. How long ago did you get that done?,therapist
4,7,['N'],About a month.,client
4,8,['O'],Hmm.,therapist
4,9,['N'],Yeah.,client
4,10,['OQ'],What made you decide to get-get a lip piercing?,therapist
4,11,['N'],"Um, I don't know. I just felt like something different. I was getting bored and, I don't know, it's kind of nice to stand out a bit, I guess.",client
4,12,['O'],Hmm.,therapist
4,13,['N'],"Yeah, change.",client
4,14,['O'],"Yeah, and it looks nice.",therapist
4,15,['N'],Thanks.,client
4,16,"['ADVI', 'OQ']","Um, I guess, you know, as your dentist, I have- I have a couple of concerns about lip piercings, oral piercings. I wonder what have you heard about how having an oral piercing can affect your-your teeth or your gums?",therapist
4,17,['N'],"I don't actually, really. I-I mean, I'm sure that it might push on my gums or teeth, but I don't know how much it will impact that much. I've pretty good teeth. I don't know.",client
4,18,['O'],Mm-hmm.,therapist
4,19,['N'],I don't really know [unintelligible 00:01:04],client
4,20,['O'],You do. you have beautiful teeth as I always tell you-,therapist
4,21,['N'],[laughs] Thanks.,client
4,22,['O'],-every time you come in.,therapist
4,23,['N'],Yeah.,client
4,24,['GI'],"Um, I mean I have had some patients with oral piercings and they can erode some of the gum right, um, just right there at the front.",therapist
4,25,['N'],Mm-hmm.,client
4,26,['GI'],"Um, so that's one-one thing, and the other is, um, I do see fair amount of chipped teeth-",therapist
4,27,['N'],"Oh, yeah.",client
4,28,"['GI', 'OQ']",-just from contact with it. I wonder what are your thoughts about that?,therapist
4,29,['C'],"Well, I definitely don't want it mess with my teeth. I know I kinda already have low gums to begin with, like you've been telling me for a while, and I have to flo-floss, which I-",client
4,30,['SR'],"Yes, flossing.",therapist
4,31,['C'],"Um, which I'm not doing but, um, yeah, I guess, I don't really wanna wreck my teeth 'cause-- Yeah, I didn't really notice any of the chipping.",client
4,32,['SR'],There's nothing yet.,therapist
4,33,['N'],I guess I'm not paying attention to it.,client
4,34,['SR'],"Yeah. There's certainly been-- There's no problems and you, as you said, only have had it for a short time.",therapist
4,35,['N'],Mm-hmm.,client
4,36,['OQ'],"Um, what would- what would make you decide, ""This is something that's not right for me?""",therapist
4,37,['C'],"I don't know, I guess if I started to see that it was actually causing a problem, then I might.",client
4,38,['O'],Mm-hmm.,therapist
4,39,['N'],"But for now-- I mean, I just got and-",client
4,40,['O'],Mm-hmm.,therapist
4,41,['S'],-and it looks pretty cool.,client
4,42,['O'],I guess that it does.,therapist
4,43,['N'],"Yeah, I kinda-- Yeah.",client
4,44,['ADVI'],"Yeah, it looks nice. So, you want to monitor it and-and-",therapist
4,45,['N'],Yeah.,client
4,46,['ADVI'],-really watch-,therapist
4,47,['N'],Yeah.,client
4,48,['ADVI'],-the effect? Okay.,therapist
4,49,['C'],"Yeah. I guess if I really start to see a problem-- I mean, this might not last forever, but my teeth, I'm hoping-",client
4,50,['O'],Mm-hmm.,therapist
4,51,['N'],-will kind of stick [unintelligible 00:02:30],client
4,52,['O'],"Emily, you said it so well it-",therapist
4,53,['N'],Yeah.,client
4,54,"['ADVI', 'SR']","-the-the piercing might not last forever, but your teeth really are-",therapist
4,55,['N'],Yeah.,client
4,56,['O'],"-hopefully forever. So, okay, well thanks for-for talking about it-",therapist
4,57,['N'],Yeah.,client
4,58,['O'],"-with me, and also before I do the exam, you know, I'm always on your case about flossing, so maybe we can take [inaudible 00:02:46]-",therapist
5,0,['O'],"Hi, Billy.",therapist
5,1,['N'],Hi.,client
5,2,['O'],"Hi, another session and another session where you are actually on time.",therapist
5,3,['N'],Yeah.,client
5,4,['O'],"You've done-- You've got a really good track record of, uh, being on time. Yeah? Do you realize that?",therapist
5,5,['N'],"Yeah, no, it's easy.",client
5,6,['OQ'],"Yeah. Yeah. You know, I've been thinking about, um, thinking about you, and thinking about, um, that first meeting we had, and where you are now. So, wh-what do you think some of the changes are that-that you've made in this- in this, sort of, five-five to six weeks that we've been meeting?",therapist
5,7,['N'],Uh. Meeting's definitely helped.,client
5,8,['O'],Yeah?,therapist
5,9,['N'],Yeah. It's helped-,client
5,10,['O'],Yeah?,therapist
5,11,['N'],-heaps.,client
5,12,['CQ'],It's helped heaps?,therapist
5,13,['N'],Yeah.,client
5,14,['OQ'],"Yeah? So, what sort of things has it helped with?",therapist
5,15,['N'],"Just, uh, someone to talk to and just someone to keep me busy and, kind of, keep me in check.",client
5,16,['OQ'],"Mm-hmm. So, what changes have you made, Billy?",therapist
5,17,['C'],"Um, well, I said I went to the polytech and stuff-",client
5,18,['O'],Mm.,therapist
5,19,['C'],"-and I went back there and got another form and stuff, and just helping me with that.",client
5,20,['O'],Mm-hmm.,therapist
5,21,['N'],Yeah.,client
5,22,['CR'],"Yeah. And, get-getting to the polytech and getting the forms, that's a pretty big deal.",therapist
5,23,['N'],Yeah.,client
5,24,['OQ'],"Yeah? I was thinking about the Billy, say, the Billy of six months ago. I'm wondering if the Billy of six months ago would've done that?",therapist
5,25,['N'],Nah. I didn't really think about it frankly.,client
5,26,['OQ'],"Mm-hmm. So, what shifted that made it that you were actually able to go to the polytech and get the forms? What's shifted in you?",therapist
5,27,['C'],"I don't know. I just thought if, uh, I could get a job and stuff, doing stuff I like, uh, it'll make things easier.",client
5,28,['O'],Mm.,therapist
5,29,['N'],Yeah.,client
5,30,['OQ'],"Yeah. Where have you got to with the forms? I mean, we talked about that quite a lot last time.",therapist
5,31,['C'],"Yeah. Oh, I know. After talking to you, I got Donna to help me out, and that's just really helpful.",client
5,32,['O'],Mm-hmm.,therapist
5,33,['N'],[clears throat],client
5,34,['CQ'],"Okay. So, what did you say to Donna?",therapist
5,35,['N'],"[clears throat] Oh, I just said-- I said, ""Uh, could you give me a hand with this?""",client
5,36,['O'],Mm-hmm.,therapist
5,37,['N'],"And, like, she filled them up for me, and I told her what to write.",client
5,38,['O'],Mm-hmm.,therapist
5,39,['N'],Yeah.,client
5,40,['CQ'],"Okay. So, where did you get to in terms of telling her that, uh, reading and writing is not that [unintelligible 00:27:23] for you?",therapist
5,41,['N'],Just-- I-I asked her to fill that out for me because I said I'd be too messy.,client
5,42,['O'],Mm-hmm.,therapist
5,43,['N'],Yeah.,client
5,44,['CR'],"So, I was thinking about how that stuff about not feeling confident around reading and writing has, um, really got in the way for you.",therapist
5,45,['N'],Yeah.,client
5,46,['OQ'],"And I mentioned that's somewhere where you don't feel so confident, and I'm wondering what it would be like to feel confident with reading and writing. What difference would that make to your life?",therapist
5,47,['C'],"Like, a big difference, but, like, it's not like I don't try.",client
5,48,['O'],Mm.,therapist
5,49,['N'],"Like, I'm just not really good with it.",client
5,50,['O'],"Yeah. Yeah, I can really see that you're making an effort. In fact, I can see that you're really making an effort in lots of areas, not just in terms of reading and writing.",therapist
5,51,['N'],"Yeah. Like [unintelligible 00:28:13] if I'd got into polytech and stuff, so I think that's good.",client
5,52,['O'],Mm.,therapist
5,53,['N'],Yeah.,client
5,54,['CQ'],"So, where are the forms now?",therapist
5,55,['N'],They're still at home.,client
5,56,['O'],Mm-hmm.,therapist
5,57,['N'],Yeah. If—,client
5,58,['OQ'],"So, what needs to happen next?",therapist
5,59,['C'],Just take them in.,client
5,60,['CQ'],"So, you actually have to deliver them to the polytech, do you?",therapist
5,61,['C'],"Yeah. Uh, I think you can post them, but I'll just drop them in.",client
5,62,['OQ'],"Mm-hmm. So, when do you think you're gonna do that?",therapist
5,63,['C'],"Uh, probably by the end of this week.",client
5,64,['CQ'],"Mm-hmm. So, by the end of this week, so by next time, when you come here, as in, those forms will be at the polytech?",therapist
5,65,['N'],Yeah.,client
5,66,['CQ'],And what-what happens next in terms of what happens once the forms are there?,therapist
5,67,['N'],"I don't know. I don't know if you have to interview or whatever, but I guess, course-- I don't even know any course that I'll do.",client
5,68,['O'],"Mm-hmm. So what's the- what's the-- Say, if you get on the course-",therapist
5,69,['N'],Yeah.,client
5,70,['CQ'],"-and, um, you're, like, real good with, uh, hands-on stuff, but the stuff around the manuals, and the assignments, and those sorts of things, um, don't feel so good. What-what do you think we need to do around helping you with that?",therapist
5,71,['C'],"Well, um-- Well, I don't know. Hopefully, there's not so much of that stuff. Um, oh, well, I don't know. I could find out maybe someone who can help you, like, at the school, at the polytech, maybe somebody can help you out and stuff, or there might be computers there or something.",client
5,72,['O'],Mm. Yeah?,therapist
5,73,['N'],Yeah.,client
5,74,['OQ'],"So, all these changes that you've- that you've made, um, Billy, where-where is the offending fitting into all of that now?",therapist
5,75,['C'],Not really fitting in. It kind of just gets in the way.,client
5,76,['SR'],"So, offending gets in the way of the life that you're starting to lead?",therapist
5,77,['C'],Yeah.,client
5,78,['OQ'],"Yeah? So, what temptations have you had to, kind of, go back to offending?",therapist
5,79,['S'],"Like like getting on the piss, but with Donna, there kind of keeps me busy.",client
5,80,['SR'],Mm. So the drinking is something that we talked about can make it easier for you to offend.,therapist
5,81,['N'],Yeah.,client
5,82,['CQ'],"So you've noticed that when you've been drinking that those feelings are coming back again, or?",therapist
5,83,['S'],"Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.",client
5,84,['CQ'],It's harder to think straight when you've been drinking?,therapist
5,85,['C'],Yeah.,client
5,86,['CQ'],Yeah. Yeah. And so you've got Donna around at the moment?,therapist
5,87,['N'],Yeah.,client
5,88,['SR'],"And that's helping keep you in check, as you said?",therapist
5,89,['N'],Yeah.,client
5,90,['OQ'],Yeah. What would happen if she wasn't around say or at a party or?,therapist
5,91,['S'],I'd probably just go be stupid with my mates.,client
5,92,['CR'],Okay. So Donna at the moment who kind of being there is like a strength?,therapist
5,93,['C'],"Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.",client
5,94,['OQ'],Mm. What do you think?,therapist
5,95,['C'],"Just kind of stupid. Well, it's pointless, but still a bit of a laugh.",client
5,96,['O'],Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-,therapist
5,97,['N'],Mm.,client
5,98,['SR'],-kids and stuff like that and how you were saying that the offending doesn't fit in with that dream or that idea.,therapist
5,99,['C'],No.,client
5,100,['SR'],"So there's that on the one hand, but on the other hand, there's the kind of immediate, um, feeling when you've had a few to drink and you're with your mates and it feels like it would be a bit of a laugh?",therapist
5,101,['N'],Yeah.,client
5,102,['CQ'],So you've got-got those two things going on at the same time. Yeah?,therapist
5,103,['N'],Mm.,client
5,104,['CR'],"And it sounds like sometimes when you're in there with your mates and had a few drinks, it's hard to hold on to that vision of the future.",therapist
5,105,['S'],"Yeah. You don't really think about that. Well, just in the moment.",client
5,106,['OQ'],"Okay. So what-wh-- in the moment, what are you thinking?",therapist
5,107,['S'],Just have a bit of fun. Not really thinking.,client
5,108,['CQ'],Not really thinking or simply not thinking beyond the next-,therapist
5,109,['N'],Mm.,client
5,110,['CQ'],-kind of minute or so-,therapist
5,111,['S'],"No. Just, like, it's not normally my idea, like someone else would just suggest it and you kind of just, yeah.",client
5,112,['CQ'],So it's not your idea. And you also go along with it?,therapist
5,113,['S'],"Yeah. You can't really be like, ""Oh no,"" just give me shit.",client
5,114,['CQ'],Mm-hmm. What would happen if you say no?,therapist
5,115,['N'],"Just like, it can be shit and I still do it. They just-just call me a pussy or whatever and I don't know. And they'd talk me into it probably.",client
5,116,['SR'],Mm-hmm. So it's hard to actually say no to your friends-,therapist
5,117,['N'],Yeah.,client
5,118,['CR'],-'cause of what they- what they thought of you.,therapist
5,119,['N'],"They'd just think I was joking, yeah.",client
5,120,['O'],"Yeah. So I'm wondering what the-the thinking, 'cause, um, one of the things that's really changed for you is being with Donna.",therapist
5,121,['N'],Yeah.,client
5,122,['O'],"So I'm wondering, you know, most of them butt-butts head on your friendships with those- with those guys.",therapist
5,123,['N'],"I don't see them as much, but like she gets along with them aye, so-",client
5,124,['O'],Mm-hmm.,therapist
5,125,['S'],"I don't think, like, I am not sure they like it.",client
5,126,['CQ'],Then so when you're-- so you're spending less time with them and more time with Donna?,therapist
5,127,['N'],Yeah.,client
5,128,['CQ'],Yeah. And you're saying you're kind of hanging out with her and going to movies and stuff? Yeah. And that means you're spending less time with your-- with those people that have actually led you in trouble in the past?,therapist
5,129,['C'],They don't lead me into trouble. But-,client
5,130,['OQ'],Okay. So tell me- tell me what it is that they do so I get a better understanding of it.,therapist
5,131,['N'],"Uh, like it's my choice though, they don't make me.",client
5,132,['O'],Yeah.,therapist
5,133,['N'],"Yeah. I know it's just having grown up with, it's just what we've always done.",client
5,134,['SR'],Okay. So that's just what you've always done.,therapist
5,135,['N'],Yeah.,client
5,136,['CR'],But we're also talking about this idea that it doesn't fit with what your goals are or what your hopes are?,therapist
5,137,['N'],Mm.,client
5,138,['OQ'],Yeah. Mm. How would you like it to be?,therapist
5,139,['N'],"My life? Well, what do you mean?",client
5,140,['O'],"Mm, well the stuff about when you're in the moment. Yeah.",therapist
5,141,['N'],Yeah.,client
5,142,"['OQ', 'SR']",When you've had a few drinks and you kind of go and get into trouble. How would you like that to be different?,therapist
5,143,['C'],I don't know. Just more or less like if Donna was there and maybe if my mates got some girlfriends or something like that would calm them down too.,client
5,144,['O'],Mm-hmm.,therapist
5,145,['C'],"So just hang out instead of go and do stuff, like stupid stuff.",client
5,146,['CQ'],"Okay. So-so Donna's helped calm you down and you'd like, um, them to calm down too?",therapist
5,147,['N'],"Yeah, 'cause then we could hang out together and stuff-",client
5,148,['O'],Mm.,therapist
5,149,['N'],-with our girlfriends and stuff.,client
5,150,['SR'],So am I hearing that it's tricky in some ways to hang out with them sometimes-,therapist
5,151,['N'],Yeah.,client
