conv_id,speaker,vol_text
61071715ef66759482346ce4,client,The routines and habits each day
61071715ef66759482346ce4,counsellor,"Smoking feels like a thread woven into the fabric of your daily existence, influencing the patterns of your routines."
61071715ef66759482346ce4,client,yes
61071715ef66759482346ce4,counsellor,"Tell me, how do you imagine your life might change if you decided to quit smoking in the future?"
61071715ef66759482346ce4,client,In the large scope I do not think my life would be a lot different on a day to day basis after I overcame quitting.
61071715ef66759482346ce4,counsellor,"Although you don't anticipate much day-to-day change after quitting, this could lead to finding joy and comfort in other ways."
61071715ef66759482346ce4,client,of course
61071715ef66759482346ce4,counsellor,"You value having a stable routine with smoking, and yet imagining a future without it holds a sense of curiosity."
61071715ef66759482346ce4,client,yes and i will continue to ponder that.
61071715ef66759482346ce4,counsellor,Describe the ways smoking affects how you spend your time and energy throughout the day.
61071715ef66759482346ce4,client,It does not take much effort.  I like having those little moments to look forward to
61071715ef66759482346ce4,counsellor,You're able to enjoy those little moments without feeling like they take up too much of your energy.
61071715ef66759482346ce4,client,yes
61071715ef66759482346ce4,counsellor,"It's great to see openness in considering potential future changes, even as you acknowledge smoking's role in your life right now. What do you think would be the most significant motivator for you to reconsider quitting smoking in the future?"
61071715ef66759482346ce4,client,Maybe if I were to have a child.
61071715ef66759482346ce4,counsellor,"The idea of having a child could shift your priorities and bring a new perspective to your life choices, including smoking."
61071715ef66759482346ce4,client,That is likely the one thing that would make me stop
61071715ef66759482346ce4,counsellor,"Smoking has been a comforting routine in daily life, yet imagining having a child gives a powerful reason to reconsider quitting for their well-being."
61071715ef66759482346ce4,client,yes
61071715ef66759482346ce4,counsellor,"Can you describe what a typical day looks like for you, and where smoking usually fits into it?"
61071715ef66759482346ce4,client,I have typical work and home life.  I smoke throughout the day and on breaks at work.
61071715ef66759482346ce4,counsellor,"Thank you for sharing your time and thoughts with me today. Our conversation has come to a natural pause, so let's reflect on what we've talked about.

You explained that smoking is woven into your daily routine, bringing you relaxation and stress relief while also being a deep-rooted habit. Despite the comfort it provides, you acknowledged the negatives, such as its impact on your health and finances. You also considered the potential long-term benefits of quitting, like saving money and possibly improving your well-being. We also discussed how having a child might be a strong motivator to reconsider quitting in the future.

You've shown openness to contemplating change when it feels right for you, all while recognizing smoking's current role in your life. If you ever feel the need to explore these thoughts more deeply or seek support for change, please know that I'm here for you.

Thank you again for our conversation today. Take care."
638144b112820e51c06fb151,counsellor,Thank you for being here today. I'm interested to hear about your experiences with smoking and how it fits into your life. What can you tell me about that?
638144b112820e51c06fb151,client,smoke and hope to quit one day
638144b112820e51c06fb151,counsellor,"You've been smoking and holding onto the hope of quitting someday, but a part of you seems ready to look toward a life without smoking."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Smoking has been a part of your life for now, yet you're looking forward to the possibility of quitting in the future."
638144b112820e51c06fb151,client,TRUE
638144b112820e51c06fb151,counsellor,It's great that you're holding onto the hope of quitting and considering a healthier future for yourself. That shows a lot of strength and positive thinking. What do you think keeps you smoking at this point in your life?
638144b112820e51c06fb151,client,addiction
638144b112820e51c06fb151,counsellor,Tell me more about how addiction affects your daily life and your experiences.
638144b112820e51c06fb151,client,I smoke everyday
638144b112820e51c06fb151,counsellor,Smoking has become a part of your daily routine.
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,How do you feel about the role smoking plays in your daily routine?
638144b112820e51c06fb151,client,relaxes me
638144b112820e51c06fb151,counsellor,Smoking brings you relaxation during your day.
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Even though smoking gives you a sense of relaxation, you're still thinking about quitting somewhere down the line, which suggests that there's a part of you that wants to find a different way to feel at ease without relying on cigarettes."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,Describe how you envision your life might be different if you were able to find other ways to relax without smoking.
638144b112820e51c06fb151,client,happy
638144b112820e51c06fb151,counsellor,What do you think would contribute to your happiness if smoking wasn't part of the picture?
638144b112820e51c06fb151,client,exercising
638144b112820e51c06fb151,counsellor,"What does exercising mean to you, and how do you see it playing a role in your journey towards happiness?"
638144b112820e51c06fb151,client,healthier
638144b112820e51c06fb151,counsellor,"Visualizing a healthier, more active lifestyle brings thoughts of happiness and motivation, showing your excitement for the positive changes that exercise could bring into your life if smoking wasn't a barrier."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"You have a wonderful vision for yourself with exercising and being healthier, and it's inspiring to see you thinking about those possibilities. Your willingness to explore ways to relax and find happiness shows your commitment to caring for yourself. What excites you the most about the idea of transitioning to a lifestyle filled with health and exercise?"
638144b112820e51c06fb151,client,happier
638144b112820e51c06fb151,counsellor,The idea of being healthier and exercising fills you with the thought that life could be even more joyful and fulfilling than it is now.
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,Your openness to explore these feelings and consider new paths for your well-being shows a lot of inner strength and determination. What other aspects of your life might benefit from becoming healthier and incorporating more exercise?
638144b112820e51c06fb151,client,healthier
638144b112820e51c06fb151,counsellor,Pursuing a healthier lifestyle brings the promise of better well-being in various parts of your life.
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Your desire for a healthier lifestyle seems to touch multiple areas of life, connecting to happiness and overall well-being."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,Tell me more about what drives your desire for these positive changes in your life.
638144b112820e51c06fb151,client,my wife
638144b112820e51c06fb151,counsellor,"Your wife is a powerful motivator for you to consider change, reflecting the deep care and commitment you have for your relationship and well-being together."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Share more about how your wife influences your desire to move toward a healthier, smoke-free life."
638144b112820e51c06fb151,client,she gives me looks
638144b112820e51c06fb151,counsellor,"Maybe those looks from your wife are a reminder of the love and support she has for you and your health, possibly encouraging a positive shift towards change."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Your awareness of how your wife's support influences you reflects a strong commitment to your relationship and health. It's admirable how you connect love and personal growth, showing a deep understanding and dedication to not just yourself, but those you care about. What are your thoughts on how you want to approach the journey toward a healthier lifestyle?"
638144b112820e51c06fb151,client,stop smoking
638144b112820e51c06fb151,counsellor,What are the steps you're considering to achieve your goal of stopping smoking?
638144b112820e51c06fb151,client,nothing
638144b112820e51c06fb151,counsellor,"You haven't taken any steps yet towards quitting smoking, but knowing that it's important for your health and relationship with your wife is on your mind, suggesting that change is still something you're contemplating."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Stopping smoking seems overwhelming, especially without a clear plan, as it feels like you're just stuck in the cycle."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,Describe what obstacles or fears might be making it difficult for you to take those initial steps toward quitting smoking.
638144b112820e51c06fb151,client,none
638144b112820e51c06fb151,counsellor,What do you feel you might need to take some steps towards quitting smoking?
638144b112820e51c06fb151,client,i don't know
638144b112820e51c06fb151,counsellor,Hoping to find that spark or motivation that can guide you towards making positive changes.
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Tell me more about what motivates you to think about quitting smoking, aside from your wife's influence."
638144b112820e51c06fb151,client,my health
638144b112820e51c06fb151,counsellor,"Your health is a key motivator, guiding your thoughts about change and emphasizing the importance of your role in looking after it. You have the ability to make decisions that positively impact your health and well-being. What aspects of your health are you most concerned about when it comes to smoking?"
638144b112820e51c06fb151,client,everything
638144b112820e51c06fb151,counsellor,Talk more about the specific health aspects that worry you in relation to smoking.
638144b112820e51c06fb151,client,lung cancer
638144b112820e51c06fb151,counsellor,"Lung cancer is a significant concern, and your awareness of that risk shows a protective instinct for yourself, highlighting an important connection to why quitting seems valuable in preserving your health and future."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,What changes do you hope to see in your health if you quit smoking?
638144b112820e51c06fb151,client,healthier
638144b112820e51c06fb151,counsellor,"You're worried about the risk of lung cancer and the impact of smoking on your health, but the idea of being healthier and more vibrant motivates you to consider quitting."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Your commitment to prioritizing your health and think about change is truly admirable and reflects a strong desire to care for yourself and those you love. What might be some small, manageable steps that you feel comfortable exploring to start moving toward a smoke-free, healthier life?"
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"You've shared that your motivations include your wife's support and concerns about your health, particularly the risk of lung cancer. You're also drawn to the idea of a healthier lifestyle that includes exercise, which promises more happiness for you. You want to explore how to start moving towards a smoke-free life."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,What small actions or changes might you feel ready to explore to start your journey towards quitting smoking?
638144b112820e51c06fb151,client,not sure
638144b112820e51c06fb151,counsellor,What thoughts come to mind when you imagine starting the process of quitting smoking in the near future?
638144b112820e51c06fb151,client,stress
638144b112820e51c06fb151,counsellor,"You're worried that quitting might bring stress into your life, but still find it important to avoid the health risks of smoking."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Quitting smoking might bring stress, you're also deeply motivated by your health and a desire to be healthier and happier by quitting."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,How do you typically manage stress in your daily life?
638144b112820e51c06fb151,client,smoking
638144b112820e51c06fb151,counsellor,"You feel that without smoking, the stress might become so overwhelming that you wouldn't have any other way to manage it."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Smoking is how you manage stress, you want a different path that doesn't involve cigarettes so you can protect your health and happiness."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,What are some things you might like to try or explore to manage stress that align with your desire for a healthier lifestyle?
638144b112820e51c06fb151,client,not sure
638144b112820e51c06fb151,counsellor,Is it okay if we explore some strategies together that others have found helpful in managing stress when quitting smoking?
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,It's important to acknowledge the concerns you have about stress and find tools that resonate with you as you consider this journey towards a smoke-free life.
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Before we start exploring options, how about we consider what you've already done that might be helpful in managing stress, even in small ways?"
638144b112820e51c06fb151,client,nothing
638144b112820e51c06fb151,counsellor,"You might feel like there's nothing you've done for stress besides smoking, but you're clearly seeking an alternative that aligns with your health goals and your desire to quit."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Many people find that exploring relaxation techniques, like deep breathing or light exercise, can be really effective in managing stress, especially when trying to quit smoking."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Give yourself permission to experiment with different stress-relieving activities, knowing that even small steps can lead to positive changes in managing stress while quitting smoking."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Smoking has been your main method for dealing with stress, but you're considering exploring other options that could align with your goals for a healthier, smoke-free life."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"We've touched on your motivations for quitting smoking, like your wife, your health concerns, and the joy you envision with a healthier lifestyle. Let's continue exploring strategies, steps, and resources that align with your goals whenever you feel ready."
638144b112820e51c06fb151,client,ok
638144b112820e51c06fb151,counsellor,Your openness to exploring new ways to manage stress and your thoughtful reflection on your motivations for quitting show a lot of strength and determination. What other positive aspects of your life do you think might benefit if you quit smoking and focus on healthier choices?
638144b112820e51c06fb151,client,money
638144b112820e51c06fb151,counsellor,"Recognizing how quitting smoking could positively impact your finances shows your thoughtful consideration of the broader benefits of making this change, reflecting a practical and forward-thinking mindset. Consider which areas of your life could benefit further from quitting smoking, like your finances, and what you might do with the extra money."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,What would you envision for your future with the money you could save by not smoking?
638144b112820e51c06fb151,client,saving
638144b112820e51c06fb151,counsellor,"Saving money from quitting could be like building a treasure chest of opportunities, where each choice you make towards positive change adds more value to your future."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Would it be helpful to explore steps you could take towards quitting, focusing on ways to manage stress and build up your savings?"
638144b112820e51c06fb151,client,no
638144b112820e51c06fb151,counsellor,"You're considering how quitting could contribute to saving money, giving you and your family more financial stability."
638144b112820e51c06fb151,client,yes
638144b112820e51c06fb151,counsellor,"Thank you so much for sharing your thoughts with me today. As we've reached the end of our conversation, I'd like to summarize the key points we covered.

Today, you shared with me the complexities of smoking in your life. While it brings you relaxation, you've expressed a strong desire to quit for your health, noting your specific concerns about the risk of lung cancer. Your motivations include a healthier lifestyle filled with exercise and the encouragement you feel from your wife's support. We've explored the potential stress that quitting might bring, yet you're also considering the positive financial impact of saving money by not smoking.

Through our discussion, we also touched on the potential benefits of finding alternative ways to manage stress, like exploring relaxation techniques. Your reflection on the things that smoking affects, like your financial savings and health, is a crucial starting point for any future steps you might decide to take.

If you ever wish to explore these motivations further or seek additional support on your journey, please feel free to reach out. It's been a pleasure speaking with you today, and I wish you the best as you consider the positive changes that align with your aspirations. Take care, and thank you once again."
663025c8522376734fa5a4f1,counsellor,Thank you for joining me today. What are some of your current thoughts or feelings about smoking?
663025c8522376734fa5a4f1,client,"I would love to quit smoking, but I find it extremely hard to tolerate the withdrawals and I especially cannot handle socialising with other smokers once I try to quit"
663025c8522376734fa5a4f1,counsellor,"Handling social situations and withdrawal makes quitting daunting, yet the desire to quit signifies the importance of making a change."
663025c8522376734fa5a4f1,client,I only want to quit because the prices are too high for my income and this reason alone I think makes it hard to stay nicotine free
663025c8522376734fa5a4f1,counsellor,"Though quitting for financial reasons creates challenges, focusing on the desire to stop smoking could open doors to different motivations for change."
663025c8522376734fa5a4f1,client,"lately I have been feeling the physical effects of smoking (shortness or breath for example), so i could try to look at quitting from a health perspective"
663025c8522376734fa5a4f1,counsellor,What would it mean for you if your health improved by quitting smoking?
663025c8522376734fa5a4f1,client,"It would mean a lot of things, I would feel physically better, I wouldnt be out of breath as much, I would have decreased chances of illness etc"
663025c8522376734fa5a4f1,counsellor,"Smoking has been a financial strain and now more physical effects are becoming apparent, focusing on health improvements could be a strong motivator for change."
663025c8522376734fa5a4f1,client,good idea. but sometimes i struggle with not caring about my health and then just smoking
663025c8522376734fa5a4f1,counsellor,"Sometimes the urge to smoke overwhelms, yet the value placed on improved health and feeling better holds significance."
663025c8522376734fa5a4f1,client,"whats tips do you have getting through the withdrawals, especially in times of high stress or habit (like with a coffee in the morning?)"
663025c8522376734fa5a4f1,counsellor,Would you like some information about ways people manage stress and situations linked to smoking?
663025c8522376734fa5a4f1,client,sure
663025c8522376734fa5a4f1,counsellor,"When in highly stressful situations or tackling habits like coffee time with smoking, there are techniques such as deep breathing or finding a distraction that could help some people push through those moments. Reflecting on other comforting rituals for these instances might be supportive as well."
663025c8522376734fa5a4f1,client,These techniques have worked for me in the past.
663025c8522376734fa5a4f1,counsellor,"Those techniques have been useful in your past efforts, and they underscore your ability to find solutions during challenging times."
663025c8522376734fa5a4f1,client,My biggest challenge is hanging out with friends who smoke. It's very very hard to not smoke in these situations.
663025c8522376734fa5a4f1,counsellor,"In what ways do your friendships play a part in your smoking patterns, and how could they support your desire for change?"
663025c8522376734fa5a4f1,client,"Well if they start smoking during a time when we hang out, I cant resist but smoke too"
663025c8522376734fa5a4f1,counsellor,"Spending time with your friends, smoking can feel irresistible, but your desire to improve health shows your strong motivation for change."
663025c8522376734fa5a4f1,client,should i just not hang out with them until im strong enough to resist smoking with them?
663025c8522376734fa5a4f1,counsellor,"Choosing to manage social interactions comes with many considerations, and the responsibility and power to make choices that align with your goals ultimately rest with you. What do you think might happen if you tried to spend some time away from those smoking situations or approached them differently?"
663025c8522376734fa5a4f1,client,"If i didnt hang out with my smoker friends, i think i could curb the habit. but at the same time, it would be pretty isolating"
663025c8522376734fa5a4f1,counsellor,"The idea of isolation adds another layer to quitting, but reshaping social time to support your health could feel rewarding."
663025c8522376734fa5a4f1,client,yea i guess
663025c8522376734fa5a4f1,counsellor,"Avoiding friends who smoke could feel isolating, but your health goals seem to offer more motivation and potential benefits for quitting."
663025c8522376734fa5a4f1,client,thats true
663025c8522376734fa5a4f1,counsellor,"Thank you for taking the time to talk with me today. We've reached the end of our session, so I'll summarize what we've covered.  

We explored the idea of quitting smoking because of the financial strain it places on you and the growing health impacts you're experiencing, such as shortness of breath. You mentioned managing withdrawal by utilizing techniques like deep breathing and distracting yourself, which have been effective for you in the past. We've also touched on the challenge of social situations, particularly when you're with friends who smoke, and considered the potential isolation that could come from choosing not to be around them right now.  

Through our conversation, the importance of finding solutions to support your health and goals has been apparent. Remember, you're not alone in this journey, and small steps can lead to significant change. Please feel free to reach out whenever you'd like to talk more about this or explore further steps."
663025c8522376734fa5a4f1,client,thanks!!!
5fcc103fb2ab80a01f32f7ae,counsellor,"Thank you for agreeing to talk with me today. To get started, could you share a bit about your experiences with smoking and what brings you here to discuss it?"
5fcc103fb2ab80a01f32f7ae,client,"I began smoking 10 years ago. It first started as a social thing, and I did not feel like I needed them and did not touch them for a fair amount of time. However, now I feel like I need to have them."
5fcc103fb2ab80a01f32f7ae,counsellor,"In the beginning, smoking was just for social reasons, yet now it feels like a necessity. But I also hear some concern in your thoughts about this current need."
5fcc103fb2ab80a01f32f7ae,client,"Yes, especially at this exact moment in my life. This year has been the worst year of my life, and I have craved cigarettes badly."
5fcc103fb2ab80a01f32f7ae,counsellor,"This year has really challenged you, amplifying your cravings, yet it's clear you're also aware of how smoking has become more of a dependency than you'd like."
5fcc103fb2ab80a01f32f7ae,client,"Yes, especially at this exact moment in my life. This year has been the worst year of my life, and I have craved cigarettes badly."
5fcc103fb2ab80a01f32f7ae,counsellor,What do you think it is about this year in particular that's made you feel like you need to smoke more?
5fcc103fb2ab80a01f32f7ae,client,Yes I have craved cigarettes more than ever this year. I believe it is due to stress.
5fcc103fb2ab80a01f32f7ae,counsellor,"While stress has been a significant challenge for you this year, creating an even stronger desire to smoke, it also indicates a part of you is seeking relief and peace."
5fcc103fb2ab80a01f32f7ae,client,"It does, but I would like to stop smoking. It does not benefit me at all, and I am noticing changes in my health."
5fcc103fb2ab80a01f32f7ae,counsellor,"While the stress of this year has intensified your urge to smoke, you're becoming more mindful of the negative impacts on your health and that's fueling your desire to quit. What's been capturing your attention about these changes in your health?"
5fcc103fb2ab80a01f32f7ae,client,"I am out of breath a lot more, and my front teeth are starting to turn yellowish-brown. I am also trying to lose weight and it is much harder when I feel like 10 steps take my breath away."
5fcc103fb2ab80a01f32f7ae,counsellor,"What are some reasons that are most important to you for wanting to quit smoking, particularly as you're noticing these changes with your breath and your teeth?"
5fcc103fb2ab80a01f32f7ae,client,"I want to improve my health overall. I also want to live the longest and healthiest life that I can. Health complications run rampant on both sides of my family, so I am more prone to having issues."
5fcc103fb2ab80a01f32f7ae,counsellor,"Even though stress makes you reach for cigarettes to cope, you're really focused on achieving better health and a long, full life, especially knowing the family health risks."
5fcc103fb2ab80a01f32f7ae,client,"I am focused on it, but I have to really make myself quit. I have gone cold turkey before and was able to stop for 3 years. What can I do to replace them, especially while stressed?"
5fcc103fb2ab80a01f32f7ae,counsellor,"Thank you for sharing your thoughts and experiences today. I appreciate your openness and time. As we wrap up our session, let's take a moment to reflect on what we've discussed. 

You've expressed that, while stress has been a significant factor this past year, smoking began socially but evolved into something you feel you need now. We talked about how this reliance conflicts with your keen desire for better health, given your family's medical history and the changes you're noticing, like breathlessness and your teeth's condition.

You've also shared that you're determined to improve your overall well-being, aiming for a longer and healthier life. Your past success in quitting cigarettes cold turkey for three years highlights your capability and strength. You're considering finding alternatives to manage stress, which could be an important step as you think more about quitting.

Thank you once again for your honesty and courage. If there's anything more you'd like to explore or whenever you feel ready to discuss planning, I'm here to support your journey toward the change you desire."
64403633e042e91beabe9645,counsellor,Thank you for being here today. I'd love to hear a little about your experiences with smoking. How are you feeling about it at the moment?
64403633e042e91beabe9645,client,I've just started a new job so I'm not really in the right frame of mind to stop smoking at the moment. I would like to maybe try again once ive settled into my new job.
64403633e042e91beabe9645,counsellor,"You have a lot on your plate with the new job, and smoking might feel like something you can lean on right now, but there's a part of you that's thinking about giving it another try once you're more settled."
64403633e042e91beabe9645,client,correct.
64403633e042e91beabe9645,counsellor,"Balancing a new job with changes in your life can be overwhelming, and while smoking might seem like a way to cope right now, you're also contemplating a future where you feel more settled and ready to take on quitting."
64403633e042e91beabe9645,client,"Yes, Everything is very up in the air at the moment. I know I wont have the strength to stop at the moment. Once I'm settled in my new job and routine I will have another go at it."
64403633e042e91beabe9645,counsellor,"Tell me, what do you think life might look like when you're more settled and feel ready to take on quitting smoking?"
64403633e042e91beabe9645,client,"I'll be working my part time job, saving up money for my business. Learning new stuff, having a work social life. Life will be alright."
64403633e042e91beabe9645,counsellor,"You're picturing a stable future, pursuing your business dreams, connecting with new people, while taking another shot at quitting smoking on the horizon."
64403633e042e91beabe9645,client,yes.
