conv_id,corp_vol_idx,speaker,bc_pattern,volley_text_summary,full_volley_text,display_volley_text,significance_rank,correlation,p_value,p_adjusted
671fad84ba3eb025db97acd1,858,counsellor,"FA, GI, OQ","Certainly. Prescription medications can be a valuable resource for managing cravings and withdrawal symptoms. Varenicline (Chantix) works by reducing cravings and the pleasurable effects of smoking, w...","Certainly. Prescription medications can be a valuable resource for managing cravings and withdrawal symptoms. Varenicline (Chantix) works by reducing cravings and the pleasurable effects of smoking, while bupropion (Zyban) affects brain chemicals related to nicotine addiction and can help reduce the urge to smoke. Both medications are usually taken several weeks before your planned quit date. It's important to consult with a healthcare provider to see if these medications are a good fit for you, as they can discuss potential side effects and help tailor a treatment plan to your specific situation. How do you feel about the possibility of speaking with a healthcare professional about trying one of these medications?","Certainly. Prescription medications can be a valuable resource for managing cravings and withdrawal symptoms. Varenicline (Chantix) works by reducing cravings and the pleasurable effects of smoking, while bupropion (Zyban) affects brain chemicals related to nicotine addiction and can help reduce the urge to smoke. Both medications are usually taken several weeks before your planned quit date. It's important to consult with a healthcare provider to see if these medications are a good fit for you,...",2,0.28815584638883845,0.0017908550262109553,0.051934795760117704
664d8066db4407ac502a5979,1349,counsellor,"FA, GI, OQ","Switching to vaping is something a lot of people consider when looking to change their smoking habits. For some, it can be a step towards reducing tobacco use. How do you see vaping fitting into your ...","Switching to vaping is something a lot of people consider when looking to change their smoking habits. For some, it can be a step towards reducing tobacco use. How do you see vaping fitting into your journey of cutting back on smoking and working toward your goals for your health and family?","Switching to vaping is something a lot of people consider when looking to change their smoking habits. For some, it can be a step towards reducing tobacco use. How do you see vaping fitting into your journey of cutting back on smoking and working toward your goals for your health and family?",2,0.28815584638883845,0.0017908550262109553,0.051934795760117704
629e42a3800b66722644beda,1393,counsellor,"FA, GI, OQ",Great! Setting a specific goal can help make the change feel more manageable and trackable. What number feels achievable and realistic to you when it comes to cutting back each day?,Great! Setting a specific goal can help make the change feel more manageable and trackable. What number feels achievable and realistic to you when it comes to cutting back each day?,Great! Setting a specific goal can help make the change feel more manageable and trackable. What number feels achievable and realistic to you when it comes to cutting back each day?,2,0.28815584638883845,0.0017908550262109553,0.051934795760117704
567f59e0d18c640011e7ac0b,2210,counsellor,"FA, GI, OQ",Great. Let's explore some initial steps you might take to begin cutting down. We can look at your smoking patterns and think about small changes that might feel manageable. Where would you like to beg...,"Great. Let's explore some initial steps you might take to begin cutting down. We can look at your smoking patterns and think about small changes that might feel manageable. Where would you like to begin, or do you have any thoughts on what those first steps could look like for you?","Great. Let's explore some initial steps you might take to begin cutting down. We can look at your smoking patterns and think about small changes that might feel manageable. Where would you like to begin, or do you have any thoughts on what those first steps could look like for you?",2,0.28815584638883845,0.0017908550262109553,0.051934795760117704
671fff4fced93c3e5a17f230,44,counsellor,"CQ, FA, GI","All right. With your interest in improving your health and relationship, there are a few options to consider as steps forward. Would you like some suggestions on different approaches to quitting that ...","All right. With your interest in improving your health and relationship, there are a few options to consider as steps forward. Would you like some suggestions on different approaches to quitting that others have found helpful?","All right. With your interest in improving your health and relationship, there are a few options to consider as steps forward. Would you like some suggestions on different approaches to quitting that others have found helpful?",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
671fad84ba3eb025db97acd1,864,counsellor,"CQ, FA, GI","Costs can vary based on your location, your insurance coverage, and the specific medications. Many insurance plans cover prescription medications for quitting smoking, but it's a good idea to check wi...","Costs can vary based on your location, your insurance coverage, and the specific medications. Many insurance plans cover prescription medications for quitting smoking, but it's a good idea to check with your provider about your specific plan. Additionally, some programs and resources are available at low or no cost. Your healthcare provider can also discuss cost options with you, and there might be assistance programs available to help if cost is a concern. Is there anything else you're curious about or would like to explore further?","Costs can vary based on your location, your insurance coverage, and the specific medications. Many insurance plans cover prescription medications for quitting smoking, but it's a good idea to check with your provider about your specific plan. Additionally, some programs and resources are available at low or no cost. Your healthcare provider can also discuss cost options with you, and there might be assistance programs available to help if cost is a concern. Is there anything else you're curious ...",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
6693ad02e4dd0cfa3a193d75,1059,counsellor,"CQ, FA, GI","Awesome! Let's explore some possibilities. There are many different techniques that people find helpful. You might consider stress-relief methods, like deep breathing exercises or meditation, that can...","Awesome! Let's explore some possibilities. There are many different techniques that people find helpful. You might consider stress-relief methods, like deep breathing exercises or meditation, that can help calm your mind. Physical activities, like going for a walk or light exercise, can also be effective for managing stress. Some people find journaling to be a useful way to process thoughts and feelings. Are there any techniques from these options that you feel particularly drawn to, or would you like to discuss more?","Awesome! Let's explore some possibilities. There are many different techniques that people find helpful. You might consider stress-relief methods, like deep breathing exercises or meditation, that can help calm your mind. Physical activities, like going for a walk or light exercise, can also be effective for managing stress. Some people find journaling to be a useful way to process thoughts and feelings. Are there any techniques from these options that you feel particularly drawn to, or would yo...",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
6693ad02e4dd0cfa3a193d75,1065,counsellor,"CQ, FA, GI","There are a few medications that people often use to help with quitting smoking. This includes options like nicotine replacement therapy (NRT) in various forms, and there are prescription medications ...","There are a few medications that people often use to help with quitting smoking. This includes options like nicotine replacement therapy (NRT) in various forms, and there are prescription medications like varenicline or bupropion. These can help manage cravings and reduce withdrawal symptoms, but they should be used under the guidance of a healthcare provider, who can help determine the best option for you based on your individual needs and health. Would it be helpful to discuss how to reach out to your healthcare provider about these options, or would you like to learn more about how they work?","There are a few medications that people often use to help with quitting smoking. This includes options like nicotine replacement therapy (NRT) in various forms, and there are prescription medications like varenicline or bupropion. These can help manage cravings and reduce withdrawal symptoms, but they should be used under the guidance of a healthcare provider, who can help determine the best option for you based on your individual needs and health. Would it be helpful to discuss how to reach out...",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
6693ad02e4dd0cfa3a193d75,1067,counsellor,"CQ, FA, GI","Of course! Here's a brief overview of how they work:

1. **Nicotine Replacement Therapy (NRT)**: NRT provides you with a lower, controlled dose of nicotine to help reduce withdrawal symptoms while you...","Of course! Here's a brief overview of how they work: Nicotine Replacement Therapy (NRT): NRT provides you with a lower, controlled dose of nicotine to help reduce withdrawal symptoms while you're quitting smoking. It's available in various forms like patches, gums, lozenges, inhalers, and nasal sprays. The idea is to gradually reduce your nicotine dependence. Varenicline (Chantix): This medication works by affecting nicotine receptors in the brain. It helps alleviate withdrawal symptoms and reduces the pleasure you get from smoking, making it less appealing. Bupropion (Zyban): An antidepressant that also helps reduce cravings and withdrawal effects. It’s believed to work on neurotransmitters in the brain that are involved in addiction and mood regulation. Each of these options has its own benefits and possible side effects. Would consulting a healthcare provider for a personalized recommendation be a step you'd be interested in taking?","Of course! Here's a brief overview of how they work: Nicotine Replacement Therapy (NRT): NRT provides you with a lower, controlled dose of nicotine to help reduce withdrawal symptoms while you're quitting smoking. It's available in various forms like patches, gums, lozenges, inhalers, and nasal sprays. The idea is to gradually reduce your nicotine dependence. Varenicline (Chantix): This medication works by affecting nicotine receptors in the brain. It helps alleviate withdrawal symptoms and redu...",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
5e19b24b2bf9512392d6dd90,1795,counsellor,"CQ, FA, GI",I'd be happy to provide more information. There are a couple of medications commonly used to help people quit smoking: varenicline and bupropion. Varenicline works by reducing cravings and the pleasur...,"I'd be happy to provide more information. There are a couple of medications commonly used to help people quit smoking: varenicline and bupropion. Varenicline works by reducing cravings and the pleasurable effects of smoking, while bupropion helps reduce withdrawal symptoms and the urge to smoke. Both can be effective tools in a quit plan, often alongside support like counseling or other therapeutic methods. Have these types of medications been something you're considering as part of your approach, or are there other support options you're interested in as well?","I'd be happy to provide more information. There are a couple of medications commonly used to help people quit smoking: varenicline and bupropion. Varenicline works by reducing cravings and the pleasurable effects of smoking, while bupropion helps reduce withdrawal symptoms and the urge to smoke. Both can be effective tools in a quit plan, often alongside support like counseling or other therapeutic methods. Have these types of medications been something you're considering as part of your approac...",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
5ccf4c5db46c7000170d7f5a,2852,counsellor,"CQ, FA, GI","Great! As we think about a plan for reducing your nicotine intake, it's helpful to break this down into manageable steps that feel achievable for you. Do you have a specific timeframe in mind for when...","Great! As we think about a plan for reducing your nicotine intake, it's helpful to break this down into manageable steps that feel achievable for you. Do you have a specific timeframe in mind for when you’d like to begin reducing the nicotine level further, possibly moving down to those nicotine-free options?","Great! As we think about a plan for reducing your nicotine intake, it's helpful to break this down into manageable steps that feel achievable for you. Do you have a specific timeframe in mind for when you’d like to begin reducing the nicotine level further, possibly moving down to those nicotine-free options?",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
6061ea5fba199ba84a255ee5,2931,counsellor,"CQ, FA, GI","Great! Let's consider some strategies that might support you in managing cravings and moving toward quitting. Some options people find useful include using nicotine replacement therapies, creating a s...","Great! Let's consider some strategies that might support you in managing cravings and moving toward quitting. Some options people find useful include using nicotine replacement therapies, creating a supportive routine with healthier habits, or even seeking support from a group or counselor. Which of these, or any other ideas you might have, do you think could be a good starting point for you?","Great! Let's consider some strategies that might support you in managing cravings and moving toward quitting. Some options people find useful include using nicotine replacement therapies, creating a supportive routine with healthier habits, or even seeking support from a group or counselor. Which of these, or any other ideas you might have, do you think could be a good starting point for you?",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
64807f91bd90462348c5d01b,3216,counsellor,"CQ, FA, GI","Thank you for confirming. With your permission, let’s explore some strategies together that might help you navigate these challenges. Would that be okay with you?","Thank you for confirming. With your permission, let’s explore some strategies together that might help you navigate these challenges. Would that be okay with you?","Thank you for confirming. With your permission, let’s explore some strategies together that might help you navigate these challenges. Would that be okay with you?",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
65f860a1ab03181926bce465,3419,counsellor,"CQ, FA, GI","Great! Let's consider what might be the most manageable starting points. A small change could simply be becoming more aware of when and why you smoke, or maybe setting aside a few minutes each day to ...","Great! Let's consider what might be the most manageable starting points. A small change could simply be becoming more aware of when and why you smoke, or maybe setting aside a few minutes each day to think about your reasons for wanting to smoke less. Is there a particular small step that resonates with you or feels doable right now?","Great! Let's consider what might be the most manageable starting points. A small change could simply be becoming more aware of when and why you smoke, or maybe setting aside a few minutes each day to think about your reasons for wanting to smoke less. Is there a particular small step that resonates with you or feels doable right now?",3,0.22691553850659127,0.014739551887287535,0.28496466982089236
6103583967377f29277e44ba,481,counsellor,"AF, CQ, FI, SR, ST, SU","Thank you for our conversation today. I’d like to take a moment to summarize what we’ve discussed. You’ve been making strides in cutting back on cigarettes and transitioning to snus, motivated by heal...","Thank you for our conversation today. I’d like to take a moment to summarize what we’ve discussed. You’ve been making strides in cutting back on cigarettes and transitioning to snus, motivated by health and financial reasons, though you've found social settings, particularly when drinking, to be challenging. You expressed a desire to explore different cessation methods and are considering trying nicotine gum or lozenges, especially during your workday to manage cravings. You plan to integrate these changes gradually, aiming to reduce your smoking to 5 cigarettes a day. You’ve shown readiness and willingness to try new approaches, and I’m here to support you as you take these steps. Thank you for sharing your thoughts with me, and I wish you the best on this journey. Would you like to continue the conversation?","Thank you for our conversation today. I’d like to take a moment to summarize what we’ve discussed. You’ve been making strides in cutting back on cigarettes and transitioning to snus, motivated by health and financial reasons, though you've found social settings, particularly when drinking, to be challenging. You expressed a desire to explore different cessation methods and are considering trying nicotine gum or lozenges, especially during your workday to manage cravings. You plan to integrate th...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
5cc65f978d2a1e000185c4e9,1086,counsellor,"AF, CQ, FI, SR, ST, SU","Thank you for sharing with me today. Let's take a moment to summarize our conversation. You've mentioned that smoking helps you cope with stress, particularly when you're dealing with the lack of mari...","Thank you for sharing with me today. Let's take a moment to summarize our conversation. You've mentioned that smoking helps you cope with stress, particularly when you're dealing with the lack of marijuana, and you're finding some relief there. At the same time, you've noticed that certain things, like the smell or chest pains, can make you uncomfortable with smoking, and you recognize the need to stop. You're balancing this with your health by being aware and engaging in other activities. It's clear you're navigating a complex situation, and I appreciate your openness in discussing it. If there's more you'd like to talk about in the future, I'm here for you. Would you like to continue the conversation?","Thank you for sharing with me today. Let's take a moment to summarize our conversation. You've mentioned that smoking helps you cope with stress, particularly when you're dealing with the lack of marijuana, and you're finding some relief there. At the same time, you've noticed that certain things, like the smell or chest pains, can make you uncomfortable with smoking, and you recognize the need to stop. You're balancing this with your health by being aware and engaging in other activities. It's ...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
6733afc24000cce390aa2575,1263,counsellor,"AF, CQ, FI, SR, ST, SU",Thank you for our conversation today. Let's go over what we've discussed so far. You've shared your thoughts and ambivalence about potentially quitting smoking. You're considering how life might be di...,"Thank you for our conversation today. Let's go over what we've discussed so far. You've shared your thoughts and ambivalence about potentially quitting smoking. You're considering how life might be different without smoking, and we talked about the possible benefit of reducing your headaches. We discussed how smoking is a major source of pleasure and relaxation for you, yet you also expressed openness to exploring new ways to experience those feelings, perhaps giving them a try. Remember, this is all part of a process, and it's great that you're taking the time to reflect on these aspects. Whenever you're ready to explore further or take the next steps towards change, know I'm here to support you. Would you like to continue the conversation?","Thank you for our conversation today. Let's go over what we've discussed so far. You've shared your thoughts and ambivalence about potentially quitting smoking. You're considering how life might be different without smoking, and we talked about the possible benefit of reducing your headaches. We discussed how smoking is a major source of pleasure and relaxation for you, yet you also expressed openness to exploring new ways to experience those feelings, perhaps giving them a try. Remember, this i...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
6605c7d99fbe34468c431d43,1528,counsellor,"AF, CQ, FI, SR, ST, SU",Thank you for our conversation today! Let's go over what we've talked about: You mentioned that you smoke about four cigarettes a day and you're eager to quit because it feels like a habit you're read...,"Thank you for our conversation today! Let's go over what we've talked about: You mentioned that you smoke about four cigarettes a day and you're eager to quit because it feels like a habit you're ready to move past. We discussed the cost aspect too. You're considering a vape pen to help ease you through the transition, recognizing how your body may still crave that evening nicotine. We talked about gradual changes, and you decided to start by skipping the first cigarette tonight, with the support of your family cheering you on. I'm glad we could explore these thoughts together, and I appreciate your openness in sharing. Feel free to reach out anytime as you continue on this journey. Would you like to continue the conversation?","Thank you for our conversation today! Let's go over what we've talked about: You mentioned that you smoke about four cigarettes a day and you're eager to quit because it feels like a habit you're ready to move past. We discussed the cost aspect too. You're considering a vape pen to help ease you through the transition, recognizing how your body may still crave that evening nicotine. We talked about gradual changes, and you decided to start by skipping the first cigarette tonight, with the suppor...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
667cfd0b827314cd6f7027c4,1656,counsellor,"AF, CQ, FI, SR, ST, SU","Thank you for our conversation today. Let's take a moment to summarize what we've discussed. We've talked about the stress you're experiencing, especially due to financial pressures. Smoking helps you...","Thank you for our conversation today. Let's take a moment to summarize what we've discussed. We've talked about the stress you're experiencing, especially due to financial pressures. Smoking helps you cope with stress but also adds to your financial strain, leading to feelings of guilt. You're aware of the impact smoking has on your finances and are motivated to redirect those funds toward necessities. You identified guided meditations as a helpful stress relief technique, and we explored creating small distances from smoking, like putting cigarettes away during work breaks. You're open to trying these steps as means of managing stress. I appreciate your openness, and we’re here to support you as you continue navigating these challenges. Looking forward to our next session! Would you like to continue the conversation?","Thank you for our conversation today. Let's take a moment to summarize what we've discussed. We've talked about the stress you're experiencing, especially due to financial pressures. Smoking helps you cope with stress but also adds to your financial strain, leading to feelings of guilt. You're aware of the impact smoking has on your finances and are motivated to redirect those funds toward necessities. You identified guided meditations as a helpful stress relief technique, and we explored creati...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
6400f14b24ac2b910c9f2d93,1911,counsellor,"AF, CQ, FI, SR, ST, SU",Thank you for taking the time to talk with me today. Let's go over what we discussed. You shared your thoughts on wanting to cut back on smoking for health reasons and the temptation to veer from your...,"Thank you for taking the time to talk with me today. Let's go over what we discussed. You shared your thoughts on wanting to cut back on smoking for health reasons and the temptation to veer from your plan. We also touched on some anxiety you’re experiencing due to bills and how that ties into your smoking. Even though it wasn't always comfortable, your willingness to explore different aspects of your life is valuable. If there's anything else you'd ever want to discuss or focus on in the future, I'm here to support you. Take care. Would you like to continue the conversation?","Thank you for taking the time to talk with me today. Let's go over what we discussed. You shared your thoughts on wanting to cut back on smoking for health reasons and the temptation to veer from your plan. We also touched on some anxiety you’re experiencing due to bills and how that ties into your smoking. Even though it wasn't always comfortable, your willingness to explore different aspects of your life is valuable. If there's anything else you'd ever want to discuss or focus on in the future...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
63d1c1095b55c7061678a96e,2054,counsellor,"AF, CQ, FI, SR, ST, SU","Thank you so much for our conversation today. I'd like to summarize what we discussed: You've shared your concerns about the long-term health effects of smoking, particularly around breathing difficul...","Thank you so much for our conversation today. I'd like to summarize what we discussed: You've shared your concerns about the long-term health effects of smoking, particularly around breathing difficulties. You're already taking steps to limit the amount you smoke and are considering further reducing your cigarette intake week by week. It’s wonderful that you’re planning to track your progress mentally and feel proud of achieving each small step. You're open to checking in on how these changes develop and have expressed an interest in continuing this journey. I'm here to support you along the way, and I look forward to hearing more about your progress in the future. Take care, and see you next time! Would you like to continue the conversation?","Thank you so much for our conversation today. I'd like to summarize what we discussed: You've shared your concerns about the long-term health effects of smoking, particularly around breathing difficulties. You're already taking steps to limit the amount you smoke and are considering further reducing your cigarette intake week by week. It’s wonderful that you’re planning to track your progress mentally and feel proud of achieving each small step. You're open to checking in on how these changes de...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
5ecfd28bb14b1c05751f178c,2186,counsellor,"AF, CQ, FI, SR, ST, SU","Thank you for sharing with me today. Let's go over what we've discussed: You mentioned how the stress and anxiety of your partner's hospital admission have been affecting your sleep and work, leading ...","Thank you for sharing with me today. Let's go over what we've discussed: You mentioned how the stress and anxiety of your partner's hospital admission have been affecting your sleep and work, leading you to lean on smoking for calm. Despite everything, you've expressed a strong interest in quitting, feeling it would not only make you feel better but also save money. We explored the idea of starting with nicotine replacement products or an e-cig as a possible first step towards gradually reducing smoking. It takes courage to consider changes amidst such challenging times, and your willingness to explore these options shows a lot of resilience. If you need support along the way, remember I'm here. Take care. Would you like to continue the conversation?","Thank you for sharing with me today. Let's go over what we've discussed: You mentioned how the stress and anxiety of your partner's hospital admission have been affecting your sleep and work, leading you to lean on smoking for calm. Despite everything, you've expressed a strong interest in quitting, feeling it would not only make you feel better but also save money. We explored the idea of starting with nicotine replacement products or an e-cig as a possible first step towards gradually reducing...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
6517301b6d21d25e19c7e501,2420,counsellor,"AF, CQ, FI, SR, ST, SU","Thank you for our conversation today. Let's summarize what we've talked about. You've shared that smoking is a regular part of your life and brings you enjoyment, especially noting the effect nicotine...","Thank you for our conversation today. Let's summarize what we've talked about. You've shared that smoking is a regular part of your life and brings you enjoyment, especially noting the effect nicotine has on your brain. Cost is something you've thought about, though it hasn't had a significant impact on your budget. You’ve successfully reduced your smoking by transitioning to vaping, which feels like a cheaper and potentially healthier option, and while it might not completely match the satisfaction of smoking, it offers advantages like indoor use. It's great to hear about the changes you've made and the reflection you’ve done around these habits. If there's anything else you'd like to discuss in the future, I'm here to support you. Would you like to continue the conversation?","Thank you for our conversation today. Let's summarize what we've talked about. You've shared that smoking is a regular part of your life and brings you enjoyment, especially noting the effect nicotine has on your brain. Cost is something you've thought about, though it hasn't had a significant impact on your budget. You’ve successfully reduced your smoking by transitioning to vaping, which feels like a cheaper and potentially healthier option, and while it might not completely match the satisfac...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
672625ba0544ba279d6e1219,2537,counsellor,"AF, CQ, FI, SR, ST, SU","Thank you for our conversation today. Let's go over what we discussed to wrap things up. You've been managing a lot with your master's program, and exercise has been a helpful way to cope with stress....","Thank you for our conversation today. Let's go over what we discussed to wrap things up. You've been managing a lot with your master's program, and exercise has been a helpful way to cope with stress. Social smoking at university has become less about the desire for the cigarette and more about social interaction. You're thinking of leaving cigarettes behind when going out as a practical measure, as well as considering a rewarding plan for yourself, like buying clothing with the savings from not smoking. We also discussed some strategies to resist temptation, especially when drinking, such as keeping visual reminders and creating barriers. You've acknowledged the challenge ahead, especially with all your friends being smokers, but your readiness and motivation to tackle this head-on are clear. If you need any more support or would like to discuss anything further down the line, feel free to reach out. Take care, and I wish you all the best on this journey toward change! Would you like to continue the conversation?","Thank you for our conversation today. Let's go over what we discussed to wrap things up. You've been managing a lot with your master's program, and exercise has been a helpful way to cope with stress. Social smoking at university has become less about the desire for the cigarette and more about social interaction. You're thinking of leaving cigarettes behind when going out as a practical measure, as well as considering a rewarding plan for yourself, like buying clothing with the savings from not...",4,-0.20251732540068346,0.02996325960071016,0.3064546447899697
